query_index,facts_file,case_count,additional_cases_not_used,triples_after_cleanup,rdfstar_reification_blocks_removed,explicit_task_evidence,Reference,informative__Reference,Publication Year,informative__Publication Year,Task,informative__Task,Case study,informative__Case study,Case study type,informative__Case study type,Input for the model,informative__Input for the model,Number of input variables,informative__Number of input variables,Input type,informative__Input type,Data Pre-processing,informative__Data Pre-processing,Model Approach,informative__Model Approach,Model Type,informative__Model Type,Models,informative__Models,Online/Off-line,informative__Online/Off-line,Number of failure modes,informative__Number of failure modes,Performance indicator,informative__Performance indicator,Performance,informative__Performance,Complementary notes,informative__Complementary notes,Study title,informative__Study title,Publication identifier,informative__Publication identifier
1093,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_fdd15faf2cbd.ttl,1,0,159,141,True,1,True,2021,False,Fault detection,True,FactscarBody,False,Maintainable item,False,Not reported,False,2,True,"FactswheelLateralDistortion, UIC 518",True,yes,True,Single model,True,"PropertyValue, Predictive Maintenance Article, Information Content Entity, Algorithm, Artifact, Descriptive Information Content Entity, Designative Information Content Entity, Data variable, Fault detection, Design detail, Predictive maintenance system module",True,UIC 518,True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,Keywords: computational method; Design details: UIC 518,True,UIC 518,True,urn:ontocast:facts:InformationContentEntity,False
1094,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_fefe415a3b8d.ttl,1,0,213,200,True,1,True,2021,False,Fault detection,True,wind turbine system,True,Maintainable item,False,Not reported,False,1,True,vibration signals,True,yes,True,Single model,True,"Predictive maintenance system module, Predictive maintenance case",True,proposed framework,True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,Design details: Factsrobustness1,True,Graph-Based Fault Diagnosis for Rotating Machinery: Adaptive Segmentation and Structural Feature Integration,True,urn:ontocast:facts:Factsarticle1_2,False
1095,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_ff1f16a3d91e.ttl,1,0,202,186,True,1,True,2021,False,Remaining useful life estimation,True,deteriorating systems,True,Maintainable item,False,Not reported,False,2,True,"input data, GANs",True,no,False,Multi model,True,"Performance indicator, predictive maintenance module function, Data variable, data mining technique fucntion, Future state forecast, Remaining useful life estimation, Fault detection, Algorithm, Predictive Maintenance Article",True,"Factsarticle1_173, GANs",True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,Not reported,False,GANs,True,urn:ontocast:facts:Predictive_maintenance_model,False
1096,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_ff2e56662a40.ttl,1,0,136,119,True,1,True,2021,False,Fault identification,True,Bearings,True,Maintainable item,False,Not reported,False,3,True,"sensor data, testing data, vibration signals",True,yes,True,Multi model,True,"classification, data mining technique fucntion, Algorithm",True,"A Novel Transfer Kernel Enabled Kernel Extreme Learning Machine Model for Cross-Domain Condition Monitoring and Fault Diagnosis of Bearings, function principal component analysis with maximum mean difference, ML model, kernel trick, TK-KELM",True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,Design details: changing operating conditions,True,Factsdoc1_9,False,urn:ontocast:facts:Factsdoc1_9,False
1097,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_ff3a1cbf129d.ttl,1,0,125,107,True,1,True,2021,False,Fault detection,True,device,True,Maintainable item,False,Not reported,False,2,True,"degradation process, time",True,yes,True,Single model,True,"Directive Information Content Entity, Algorithm",True,Two-Stage Inverse Gaussian Degradation Model,True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,Design details: change point,True,An Adjusted CUSUM-Based Method for Change-Point Detection in Two-Phase Inverse Gaussian Degradation Processes,True,urn:ontocast:facts:Factsarticle1_58,False
1098,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_ff7525fd4cca.ttl,1,0,223,208,True,1,True,2021,False,Fault detection,True,cable insulation slice specimen,True,Maintainable item,False,Not reported,False,1,True,immersion time,True,yes,True,Single model,True,Not reported,False,Not reported,False,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,"Keywords: outer sheath water immersion; Design details: cable immersion state, internal charge transport, copper foil, copper shielding rings, thermostatic heating rod, external electromagnetic interference, damaged outer sheath, moisture, guard electrodes, hot press vulcanizing machine, moisture intrusion, platform setup, sample preparation, sealing tape, stable operation of power systems, water-cooled plates, water tree defects, water tree aging",True,Factsarticle1_135,False,urn:ontocast:facts:Factsarticle1_135,False
1099,extraction_papers\ontocast_runs\run_500_more_20260721_105503\output\facts_fff2e56e0195.ttl,1,0,108,92,True,1,True,2021,False,Remaining useful life estimation,True,Lithium-ion battery,True,Maintainable item,False,Not reported,False,0,False,Not reported,False,yes,True,Single model,True,"Descriptive Information Content Entity, Remaining useful life estimation, Predictive maintenance system module, Algorithm, Predictive maintenance case, predictive maintenance module function, Designative Information Content Entity",True,end of life,True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,Design details: Factscbam,True,Factsarticle1_44,False,urn:ontocast:facts:Factsarticle1_44,False
1100,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_01e57d818d7a.ttl,1,0,184,169,True,1,True,2025,True,Remaining useful life estimation,True,PEMFC,True,Maintainable item,False,Not reported,False,2,True,"performance degradation, Random Gaussian noise",True,no,False,Multi model,True,Predictive maintenance system module,True,"adaptive neuro-fuzzy inference system, echo state network, adaptive relevance vector machine, empirical mode decomposition, two-step hybrid method, multi-kernel correlation vector regression, particle filter model, unscented Kalman filter, voltage recovery model",True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,Not reported,False,Exploring Performance Degradation of Proton Exchange Membrane Fuel Cells Based on Diffusion Transformer Model,True,urn:ontocast:facts:Factsarticle1_11,False
1101,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_03448a4640f9.ttl,1,0,149,131,True,1,True,2021,False,Fault detection,True,manufacturing system,True,Maintainable item,False,Not reported,False,3,True,"energy consumption, FactsenergyVariable1, FactsmultivariateTimeSeriesData",True,yes,True,Single model,True,"deviation detection, Predictive maintenance system module, Fault detection, classification, Information Processing Artifact",True,ALMAN,True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,Keywords: Manufacturing system; Design details: FactsqueryStrategies1,True,Factsarticle1_64,False,urn:ontocast:facts:Factsarticle1_64,False
1102,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_03747957117e.ttl,1,0,182,165,True,1,True,2025,True,Fault detection,True,engine,True,Maintainable item,False,Not reported,False,5,True,"pressure, rotation speed, sensor data, temperature, vibration",True,yes,True,Multi model,True,"ScholarlyArticle, Predictive Maintenance Article, Model type, Predictive maintenance system module",True,"Intelligent Diagnostic System for Mechanical Fault Detection Using Deep Learning, GNN",True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,"Keywords: Decentralized Deep Learning; Design details: data privacy, decentralized distributed architecture, fault tolerance, scalability",True,Intelligent Diagnostic System for Mechanical Fault Detection Using Deep Learning,True,urn:ontocast:facts:Factsarticle_6,False
1103,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_03843da573ac.ttl,3,2,163,148,True,1,True,2021,False,Fault identification,True,gear,True,Maintainable item,False,Not reported,False,2,True,"acoustic emission, vibration measurement",True,yes,True,Single model,True,Not reported,False,Not reported,False,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,"Design details: gear wear monitoring, thermal method, wear residue analysis",True,Article on gear wear mechanisms and predictive maintenance,True,urn:ontocast:facts:Factsarticle1_7,False
1104,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_039472e41e58.ttl,1,0,168,151,True,1,True,2021,False,Fault identification,True,bearing,True,Maintainable item,False,Not reported,False,3,True,"RGB image representation preserving temporal and spectral information, Time-frequency representation, Current signal",True,yes,True,Multi model,True,"ScholarlyArticle, Predictive maintenance system module, Fault identification, Predictive Maintenance Article, Fault detection, classification",True,"Factsarticle_14759217251363600, deep learning model",True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,"Design details: Transfer across different mechanical systems, Transfer across acoustic, current, and vibration signal types, Post hoc interpretability using CAM, SHAP, and LIME, model fine-tuning, High diagnostic accuracy using a small amount of labeled data, Spectral feature reshaping strategy",True,deep learning model,True,urn:ontocast:facts:Predictive_maintenance_model,False
1105,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_072c701e1aec.ttl,1,0,219,201,True,1,True,2025,True,Fault detection,True,synchronous generator,True,Maintainable item,False,Not reported,False,7,True,"bias vector, cell state, Factscurrent_6, hidden state, input vector, generator stator winding temperature trend, weight matrices",True,yes,True,Multi model,True,"Model type, Algorithm, ScholarlyArticle, predictive maintenance module function, regression, Predictive maintenance system module, Predictive Maintenance Article",True,"Gated Recurrent Unit, Long Short-Term Memory, predictive maintenance",True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,"Design details: input gate, FactsoneHiddenLayer",True,predictive maintenance,True,urn:ontocast:facts:Predictive_maintenance_model,False
1106,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_07874aec4c9e.ttl,2,1,225,211,True,1,True,2021,False,Fault detection,True,Bearing conditions,True,Maintainable item,False,Data transfer and storage,True,3,True,"Axial load, RPM, Vibration",True,yes,True,Single model,True,"Fault detection, Predictive maintenance system module, Predictive Maintenance Article",True,Early fault detection,True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,"Keywords: bearing degradation; Design details: Acquisition frequency, Configurable data transmission interval, Modular architecture, Real-time data acquisition, Sensor data flow, Sensor sampling rate; Instruments: React, LabJack T7 Pro",True,Factsarticle1_32,False,urn:ontocast:facts:Factsarticle1_32,False
1107,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_092c3cae5ff0.ttl,1,0,217,200,True,1,True,2021,False,Fault identification,True,bearing,True,Maintainable item,False,accelerated fatigue life testing,True,3,True,"acceleration sensor features, acoustic emission sensor features, AE signals",True,yes,True,Multi model,True,"Predictive maintenance system module, Fault identification, Fault detection, Fault feature extraction, classification, deviation detection",True,"Factsarticle_44, predictive model for machine tool wear, S4VM",True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,"Keywords: multisensor feature fusion; Design details: feature fusion of acceleration and acoustic emission sensor data, real-time online incipient fault diagnosis; Instruments: AE sensor",True,An incipient fault diagnosis and detection method for bearings based on feature fusion of acceleration and acoustic emission sensors,True,urn:ontocast:facts:Factsarticle1_43,False
1108,extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_098048959648.ttl,1,0,211,195,True,1,True,2025,True,Fault detection,True,marine engine,True,Maintainable item,False,Not reported,False,3,True,"capacitance, oil, physicochemical parameters of the oil",True,no,False,Multi model,True,Algorithm,True,"capacitance-based water-content assessment method, online detection method",True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,Not reported,False,Factsarticle1_26,False,urn:ontocast:facts:Factsarticle1_26,False
