query_index,normalized_task,normalized_case_study_type,normalized_case_study,normalized_online_offline,normalized_input_for_model,normalized_input_type,active__normalized_task,active__normalized_case_study_type,active__normalized_case_study,active__normalized_online_offline,active__normalized_input_for_model,active__normalized_input_type,active_content_fields,active_beyond_task,query_information_pattern
1282,Fault identification,,rotary machine,,,AM,True,False,True,False,False,True,3,2,task+case_study+input_type
1283,Fault detection,,12 kV distribution line (L),,,"FactsdistributionLineLoad, FactshistoricalTelemetryData",True,False,True,False,False,True,3,2,task+case_study+input_type
1284,Remaining useful life estimation,,train wheel,,,"basic operational data, measurement data",True,False,True,False,False,True,3,2,task+case_study+input_type
1285,Fault detection,,ball bearing,,,,True,False,True,False,False,False,2,1,task+case_study
1286,Fault detection,,tool,,,"cutting force, cutting temperature",True,False,True,False,False,True,3,2,task+case_study+input_type
1287,Fault detection,,high-voltage IGBT serial switch,,,"Ton/Toff drift, UCES(on), FactscircuitNodeSet, correction statistics, FactsswitchingTimeDelay, thermal trends",True,False,True,False,False,True,3,2,task+case_study+input_type
1288,Fault feature extraction,,bearing,,,"acceleration signal, acoustic emission signal, Max, vibration signal, Peak to peak, raw signal, RMS, SNR",True,False,True,False,False,True,3,2,task+case_study+input_type
1289,Health assessment,,turbocharger,,,"vibration signals, Turbocharger mileage, Turbocharger vibration signal, vibration analysis",True,False,True,False,False,True,3,2,task+case_study+input_type
1290,Remaining useful life estimation,,F-16 aircraft,,,"engine data, engine sensor measurements, environmental data, pressures, turbine temperatures, vibration parameters",True,False,True,False,False,True,3,2,task+case_study+input_type
1291,Fault detection,,,,,"Current, Humidity",True,False,False,False,False,True,2,1,task+input_type
1292,Health assessment,,electric machines,,,"a, ax, max, density, ZM",True,False,True,False,False,True,3,2,task+case_study+input_type
1293,Remaining useful life estimation,,Base Transceiver Station,,,"FactsacCurrent, FactsestimatedBatteryCapacity, installed battery capacity, load current",True,False,True,False,False,True,3,2,task+case_study+input_type
1294,Fault detection,,fuel pumps,,,,True,False,True,False,False,False,2,1,task+case_study
1295,Fault feature extraction,,cutting tool,,,"audible sound signal, cutting force signal, cutting harmonic frequency, RMS voltage, signal feature, time-domain signal, torque signal",True,False,True,False,False,True,3,2,task+case_study+input_type
1296,Fault detection,,GTS,,,"crack length, Mâ, Mâ, dynamic mesh force, EM, FactslineOfActionMotion, load sharing, Iâ, Iâ, participating meshing teeth number, speed fluctuations, transmission error, vibration data",True,False,True,False,False,True,3,2,task+case_study+input_type
1297,Fault detection,,radial flux C-GEN generator,,,Torque FEA,True,False,True,False,False,True,3,2,task+case_study+input_type
1298,Fault identification,,Capacitor,,,"ESC, arm current, capacitance, circulating current, Equivalent series capacitance (ESC), Nominal resistance ESR0, fundamental frequency component, Number of inserted SMs, four key phase values, known circuit parameters, recorded charging waveforms, switching cycle",True,False,True,False,False,True,3,2,task+case_study+input_type
1299,Fault feature extraction,,gear,,,"bearing fault signature, load, noise source, resonance frequency, vibration signal",True,False,True,False,False,True,3,2,task+case_study+input_type
1300,Fault detection,,equipment,,,equipment states,True,False,True,False,False,True,3,2,task+case_study+input_type
1301,Health modelling,,ball bearings,,,"wind speed, error metrics, measured exhaust gas temperature, instantaneous angular speed, measurement errors, operating conditions",True,False,True,False,False,True,3,2,task+case_study+input_type
1302,Health assessment,,Permanent magnet synchronous motor,,,"Air-gap magnetic flux density, Flux linkage, Permanent magnet flux linkage, RLS forgetting factor, DEKF input vector, Magnetic flux leakage signal, Electrical angular velocity, Permanent magnet temperature, d-axis inductance, q-axis stator current, d-axis stator voltage, System process noise, Thermal coefficient of permanent magnet flux linkage",True,False,True,False,False,True,3,2,task+case_study+input_type
1303,Remaining useful life estimation,,Crack,,,"Imaging results of cracked pipes, Damage index, Independent nonlinear response, Spectrum maps derived from wave-mixing signals, High harmonics",True,False,True,False,False,True,3,2,task+case_study+input_type
1304,Fault detection,,centrifugal pump,,,"characteristic frequency component, harmonics in motor current signals, current spectrum, supply voltage, actual signatures, motor current signal, stator current, residuals, rotational speed",True,False,True,False,False,True,3,2,task+case_study+input_type
1305,Remaining useful life estimation,,boiler tube,,,strain,True,False,True,False,False,True,3,2,task+case_study+input_type
1306,One step future state forecast,,HP printer,,,"equipment performance, frequency of media changes, choice of media, printer operating conditions, number of error messages produced by a printer in a week, printing time",True,False,True,False,False,True,3,2,task+case_study+input_type
1307,Health assessment,,Aircraft turbofan engine,,,"CM signals, component state, size of the finite state space I_n, health state, component lifetime X_n",True,False,True,False,False,True,3,2,task+case_study+input_type
1308,Health assessment,,,,,,True,False,False,False,False,False,1,0,task
1309,Fault detection,,elevator,,,"health indicators, I_sd-I_sq trajectory, stator current, thermal images",True,False,True,False,False,True,3,2,task+case_study+input_type
1310,Health assessment,,machine,,,"Acoustic emission sensor, depth of cut, cutting speed, feed rate, Load cell, machine parameters, features related to machine operating conditions, target variable, vibration sensor",True,False,True,False,False,True,3,2,task+case_study+input_type
1311,Fault detection,,industrial machinery,,,"accelerometer data, infrared pyrometer data",True,False,True,False,False,True,3,2,task+case_study+input_type
1312,Fault identification,,bearing,,,"pressure signal, sensor data, sequential observations, vibration signals",True,False,True,False,False,True,3,2,task+case_study+input_type
1313,Fault detection,,Heavy-duty Co-Co locomotive,,,"Covariance matrix P(t), Error e, Forgetting factor Î», Initial parameter vector Î¸0, Kalman gain G, Regressor vector X(t), Estimated suspension parameter vector Î¸(t), Primary lateral stiffness, System output Y(t), damper velocity",True,False,True,False,False,True,3,2,task+case_study+input_type
1314,Fault detection,,gas turbine,,,"pressure, temperature, vibration signal",True,False,True,False,False,True,3,2,task+case_study+input_type
1315,Fault identification,,piezoelectric transducer ring,,,"mechanical strain, capacitance of piezoelectric element, electric field, acceleration of vibration input",True,False,True,False,False,True,3,2,task+case_study+input_type
1316,Remaining useful life estimation,,brake pad,,,"FactsaircraftAge, FactsaircraftSpeed, FactsaircraftWeight, FactsambientAirTemperature, FactsbrakePressure, percentage of carbon pad remaining, humidity, FactspastFlightCount, relative humidity",True,False,True,False,False,True,3,2,task+case_study+input_type
1317,Fault detection,,IT&C equipment,,,"computer logs, Temperature, physical sensor data",True,False,True,False,False,True,3,2,task+case_study+input_type
1318,Fault detection,,electric motor,,,"characteristic frequency, d-axis current, FactselectromagneticResponses, inductance, magnetic flux, motor speed, stator resistance, torque, vibration signals",True,False,True,False,False,True,3,2,task+case_study+input_type
1319,Fault feature extraction,,bearing,,,"ambient temperature, load",True,False,True,False,False,True,3,2,task+case_study+input_type
1320,Fault detection,,IM,,,,True,False,True,False,False,False,2,1,task+case_study
1321,Fault detection,,rolling bearing,,,"bearing temperature signals, bearing vibration signals, drive motor current, prior degradation information, twin data",True,False,True,False,False,True,3,2,task+case_study+input_type
1322,Remaining useful life estimation,,rolling bearing,,,"HI, raw vibration data, sequential time-series signals, RUL",True,False,True,False,False,True,3,2,task+case_study+input_type
1323,Fault detection,,MOSFET,,,"R DS ON, aging, cycling, expected future conditions covariates, collector current I c, temperature, transient thermal impedance TI, junction temperature T j, collector-emitter voltage V ce",True,False,True,False,False,True,3,2,task+case_study+input_type
1324,Fault detection,,ASD-fed induction machine,,,"FactsPwmHarmonicIndex, FactscontactAngle, current signal, pulse-width-modulation voltage signal, raw sound data, vibration signal, 30 Hz input frequency, FactsinverterPwmOutput, raw motor current data, FactsnumberOfRollingElements, FactsshaftRotationalSpeed, FactsstatorCurrent, FactsvibrationFrequency_1",True,False,True,False,False,True,3,2,task+case_study+input_type
1325,Health assessment,,building facilities,,,imbalanced data,True,False,True,False,False,True,3,2,task+case_study+input_type
1326,Fault identification,,asymmetrical six-phase induction motor drive,,,"FactsDtc, FactscontrolPathDecouplingSignals, FactsinstantaneousActivePowerSignatures, FactsinverterSwitchingStatistics, FactsmeasuredMotorCurrents, q-axis reference current signal, FactsresidualStatorFluxAngle, FactssequenceComponentsImpedanceMatrix, FactsvoltageReferences, FactsxySubspaceCurrentResidual",True,False,True,False,False,True,3,2,task+case_study+input_type
1327,Remaining useful life estimation,,battery,,,"current, FactsdepthOfDischarge, FactsnumberOfBatteryCycles, FactsstateOfHealth, temperature, voltage",True,False,True,False,False,True,3,2,task+case_study+input_type
1328,Fault detection,,Industrial textile machines,,,"FactsenergyConsumption_1, FactsenergyIntensity, Factsvibrations_1",True,False,True,False,False,True,3,2,task+case_study+input_type
1329,Remaining useful life estimation,,machinery,,,"FactsRulVariable, condition monitoring data, fractal spectrum parameters, frequency-domain features, FactshealthIndicator_2, first two intrinsic mode functions, remaining useful life labels, time-domain features",True,False,True,False,False,True,3,2,task+case_study+input_type
