query_index;facts_file;extracted_case_count;task;case_study_type;case_study;online_offline;input_for_model;input_type;normalization_notes;normalized_task;normalized_case_study_type;normalized_case_study;normalized_online_offline;normalized_input_for_model;normalized_input_type;top_k;pool_size
1220;extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_8ac5db464e7a.ttl;1;Health assessment;Maintainable item;PV module;Unknown synchronization;Not reported;power;case-study type dropped: Maintainable item | default online/offline dropped: Unknown synchronization | input-for-model dropped: Not reported;Health assessment;;PV module;;;power;5;15
1221;extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_8efd958c9afa.ttl;2;Fault identification;Maintainable item;bearing;Unknown synchronization;Not reported;ball diameter, energy, entropy, harmonic amplitude, homogeneity, sampling frequency, shaft rotation frequency, sum average, contrast, reconstructed vibration signal;case-study type dropped: Maintainable item | default online/offline dropped: Unknown synchronization | input-for-model dropped: Not reported;Fault identification;;bearing;;;ball diameter, energy, entropy, harmonic amplitude, homogeneity, sampling frequency, shaft rotation frequency, sum average, contrast, reconstructed vibration signal;5;15
1222;extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_8fccbcfb2463.ttl;1;Remaining useful life estimation;Maintainable item;Corrosion;Unknown synchronization;Not reported;load, loads;case-study type dropped: Maintainable item | default online/offline dropped: Unknown synchronization | input-for-model dropped: Not reported;Remaining useful life estimation;;Corrosion;;;load, loads;5;15
1223;extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_90157d8ccfad.ttl;2;Fault detection;Maintainable item;compressor;Unknown synchronization;Not reported;gas flow rate, oil temperature, industrial sensor data;case-study type dropped: Maintainable item | default online/offline dropped: Unknown synchronization | input-for-model dropped: Not reported;Fault detection;;compressor;;;gas flow rate, oil temperature, industrial sensor data;5;15
1224;extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_9087a6154225.ttl;1;Fault identification;Maintainable item;valve actuator;Unknown synchronization;Not reported;FactscomponentStrain, micro leakage measurement, load measurement, vibration measurement;case-study type dropped: Maintainable item | default online/offline dropped: Unknown synchronization | input-for-model dropped: Not reported;Fault identification;;valve actuator;;;FactscomponentStrain, micro leakage measurement, load measurement, vibration measurement;5;15
1225;extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_90a09225d19d.ttl;1;Remaining useful life estimation;Maintainable item;second-life battery pack;Unknown synchronization;Not reported;Charge-discharge cycles, Battery degradation rate, Depth of discharge, Dynamic operational state, power allocation, state of health, Stochastic environmental variation, remaining useful life;case-study type dropped: Maintainable item | default online/offline dropped: Unknown synchronization | input-for-model dropped: Not reported;Remaining useful life estimation;;second-life battery pack;;;Charge-discharge cycles, Battery degradation rate, Depth of discharge, Dynamic operational state, power allocation, state of health, Stochastic environmental variation, remaining useful life;5;15
1226;extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_90a74f6cecdf.ttl;1;Fault detection;Maintainable item;Gear;Unknown synchronization;Not reported;Fault Characteristic Frequency, Instantaneous Frequency, Mel Frequency Cepstral Coefficient, ZCR, Zero Crossing Rate;case-study type dropped: Maintainable item | default online/offline dropped: Unknown synchronization | input-for-model dropped: Not reported;Fault detection;;Gear;;;Fault Characteristic Frequency, Instantaneous Frequency, Mel Frequency Cepstral Coefficient, ZCR, Zero Crossing Rate;5;15
1227;extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_92925fcec6f7.ttl;4;Fault feature extraction;Maintainable item;NPP circulating pump;Unknown synchronization;Not reported;rolling bearing vibration signal;case-study type dropped: Maintainable item | default online/offline dropped: Unknown synchronization | input-for-model dropped: Not reported;Fault feature extraction;;NPP circulating pump;;;rolling bearing vibration signal;5;15
1228;extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_92bd1fa42ed6.ttl;1;Health assessment;Maintainable item;cutting tool;Unknown synchronization;Not reported;acoustic emission signal, cutting force signal, cutting speed, numerical data, signal measures, tool wear, vibration signal;case-study type dropped: Maintainable item | default online/offline dropped: Unknown synchronization | input-for-model dropped: Not reported;Health assessment;;cutting tool;;;acoustic emission signal, cutting force signal, cutting speed, numerical data, signal measures, tool wear, vibration signal;5;15
1229;extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_92f84bca2575.ttl;1;Fault detection;Maintainable item;large industrial mill;Unknown synchronization;Not reported;real-time equipment performance data, sensor data variable;case-study type dropped: Maintainable item | default online/offline dropped: Unknown synchronization | input-for-model dropped: Not reported;Fault detection;;large industrial mill;;;real-time equipment performance data, sensor data variable;5;15
1230;extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_93deedf6432c.ttl;1;Fault feature extraction;Maintainable item;offshore wind farm;Unknown synchronization;Not reported;historical fault patterns, historical maintenance records, multi-sensor data, operational trends, SCADA data, turbine sensor readings, weather data;case-study type dropped: Maintainable item | default online/offline dropped: Unknown synchronization | input-for-model dropped: Not reported;Fault feature extraction;;offshore wind farm;;;historical fault patterns, historical maintenance records, multi-sensor data, operational trends, SCADA data, turbine sensor readings, weather data;5;15
1231;extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_94f305fad678.ttl;2;Fault detection;Maintainable item;bearing gearbox;Unknown synchronization;delayed data acquisition;acquisition time, ball energy, BGCI values, oil temperature, 1/Rev, aircraft roll angle, spectral kurtosis, Temperature, Whip;case-study type dropped: Maintainable item | default online/offline dropped: Unknown synchronization | input-for-model dropped: delayed data acquisition;Fault detection;;bearing gearbox;;;acquisition time, ball energy, BGCI values, oil temperature, 1/Rev, aircraft roll angle, spectral kurtosis, Temperature, Whip;5;15
1232;extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_96ba2247cc7b.ttl;1;Fault detection;Maintainable item;AEC;Unknown synchronization;Not reported;Equivalent Series Resistance (ESR), capacitance;case-study type dropped: Maintainable item | default online/offline dropped: Unknown synchronization | input-for-model dropped: Not reported;Fault detection;;AEC;;;Equivalent Series Resistance (ESR), capacitance;5;15
1233;extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_96f54b4a2a75.ttl;1;Fault detection;Maintainable item;transformer;Unknown synchronization;Not reported;oil temperature, rated load;case-study type dropped: Maintainable item | default online/offline dropped: Unknown synchronization | input-for-model dropped: Not reported;Fault detection;;transformer;;;oil temperature, rated load;5;15
1234;extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_972bd570a912.ttl;1;Remaining useful life estimation;Maintainable item;bearing;Unknown synchronization;Not reported;bearing characteristics, degradation features, domain private attributes, health indicator, joint distribution difference, measured gearbox data, full life-cycle simulation data, partial target data, test data, time-domain features;case-study type dropped: Maintainable item | default online/offline dropped: Unknown synchronization | input-for-model dropped: Not reported;Remaining useful life estimation;;bearing;;;bearing characteristics, degradation features, domain private attributes, health indicator, joint distribution difference, measured gearbox data, full life-cycle simulation data, partial target data, test data, time-domain features;5;15
1235;extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_9a438d4a50c5.ttl;2;Fault identification;Maintainable item;asset;Unknown synchronization;Not reported;FactsfundamentalsOfMachineMaintenance, FactsmachineOperation;case-study type dropped: Maintainable item | default online/offline dropped: Unknown synchronization | input-for-model dropped: Not reported;Fault identification;;asset;;;FactsfundamentalsOfMachineMaintenance, FactsmachineOperation;5;15
1236;extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_9b03a9e967eb.ttl;1;Fault detection;Maintainable item;journal;Unknown synchronization;Not reported;e, r, l_1, c, Î²_1;case-study type dropped: Maintainable item | default online/offline dropped: Unknown synchronization | input-for-model dropped: Not reported;Fault detection;;journal;;;e, r, l_1, c, Î²_1;5;15
1237;extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_9c3b24a4de9b.ttl;1;Health assessment;Maintainable item;Si IGBT;Unknown synchronization;Not reported;bondwire electrical resistance R bondwire, degradation profile, degradation, gate resistance, filter residual, measured parameter, metallization contact resistance R metallization, temperature estimate, temperature, thermal resistance, DSEP;case-study type dropped: Maintainable item | default online/offline dropped: Unknown synchronization | input-for-model dropped: Not reported;Health assessment;;Si IGBT;;;bondwire electrical resistance R bondwire, degradation profile, degradation, gate resistance, filter residual, measured parameter, metallization contact resistance R metallization, temperature estimate, temperature, thermal resistance, DSEP;5;15
1238;extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_9da3f1d26301.ttl;1;Fault detection;Maintainable item;boiler heating systems;Unknown synchronization;Not reported;acoustic signal;case-study type dropped: Maintainable item | default online/offline dropped: Unknown synchronization | input-for-model dropped: Not reported;Fault detection;;boiler heating systems;;;acoustic signal;5;15
1239;extraction_papers\ontocast_runs\run_remaining_222_gpt-5.6-luna_20260723_010000\output\facts_9e6e93f2160c.ttl;1;Fault detection;Maintainable item;HDD;Unknown synchronization;Not reported;SMART parameters, sector error count, longitudinal sensor data, temperature reading;case-study type dropped: Maintainable item | default online/offline dropped: Unknown synchronization | input-for-model dropped: Not reported;Fault detection;;HDD;;;SMART parameters, sector error count, longitudinal sensor data, temperature reading;5;15
